Family,Genus,Species,Virus name(s),Genome composition,Host source
Geminiviridae,Begomovirus,Mungbean yellow mosaic virus,mungbean yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Ocimum golden mosaic virus,Ocimum golden mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Ocimum mosaic virus,Ocimum mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Ocimum yellow vein virus,Ocimum yellow vein virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Okra enation leaf curl virus,okra enation leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Okra leaf curl Oman virus,okra leaf curl Oman virus,ssDNA,plants
Geminiviridae,Begomovirus,Okra mottle virus,okra mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Okra yellow crinkle virus,okra yellow crinkle virus,ssDNA,plants
Geminiviridae,Begomovirus,Okra yellow crinkle virus,okra yellow crinkle virus,ssDNA,plants
Geminiviridae,Begomovirus,Okra yellow crinkle virus,okra yellow crinkle virus,ssDNA,plants
Geminiviridae,Begomovirus,Okra yellow mosaic Mexico virus,okra yellow mosaic Mexico virus,ssDNA,plants
Geminiviridae,Begomovirus,Oxalis yellow vein virus,Oxalis yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf crumple virus,papaya leaf crumple virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl China virus,papaya leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl China virus,papaya leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl China virus,papaya leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl China virus,papaya leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl China virus,papaya leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl China virus,papaya leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl Guandong virus,papaya leaf curl Guandong virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya leaf curl virus,papaya leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Papaya severe leaf curl virus 1,papaya severe leaf curl virus 1,ssDNA(+),plants
Geminiviridae,Begomovirus,Papaya severe leaf curl virus 2,papaya severe leaf curl virus 2,ssDNA(+),plants
Geminiviridae,Begomovirus,Papaya yellow leaf curl virus,papaya yellow leaf curl virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Passionfruit leaf curl virus,passionfruit leaf curl virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Passionfruit leaf distortion virus,passionfruit leaf distortion virus,ssDNA,plants
Geminiviridae,Begomovirus,Passionfruit severe leaf distortion virus,passionfruit severe leaf distortion virus,ssDNA,plants
Geminiviridae,Begomovirus,Pavonia mosaic virus,Pavonia mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Pavonia yellow mosaic virus,Pavonia yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Pea leaf distortion virus,pea leaf distortion virus,ssDNA,plants
Geminiviridae,Begomovirus,Pedilanthus leaf curl virus,Pedilenthus leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Pedilanthus leaf curl virus,Pedilenthus leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Pedilanthus leaf curl virus,Pedilenthus leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper blistering leaf virus,pepper blistering leaf virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Pepper golden mosaic virus,pepper golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper golden mosaic virus,pepper golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper golden mosaic virus,pepper golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper huasteco yellow vein virus,pepper huasteco yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leaf curl Bangladesh virus,pepper leaf curl Bangladesh virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leaf curl Bangladesh virus,pepper leaf curl Bangladesh virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leaf curl Bangladesh virus,pepper leaf curl Bangladesh virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leaf curl Bangladesh virus,pepper leaf curl Bangladesh virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leaf curl Lahore virus,pepper leaf curl Lahore virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leaf curl virus,pepper leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leaf curl virus,pepper leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leaf curl Yunnan virus,pepper leaf curl Yunnan virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper leafroll virus,pepper leafroll virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper yellow leaf curl Aceh virus,pepper yellow leaf curl Aceh virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Pepper yellow leaf curl Indonesia virus,pepper yellow leaf curl Indonesia virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper yellow leaf curl Indonesia virus 2,pepper yellow leaf curl Indonesia virus 2,ssDNA,plants
Geminiviridae,Begomovirus,Pepper yellow leaf curl Thailand virus,pepper yellow leaf curl Thailand virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper yellow leaf curl virus,pepper yellow leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Pepper yellow vein Mali virus,pepper yellow vein Mali virus,ssDNA,plants
Geminiviridae,Begomovirus,Polygala garcinii virus,Polygala garcinii virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Potato yellow mosaic Panama virus,potato yellow mosaic Panama virus,ssDNA,plants
Geminiviridae,Begomovirus,Potato yellow mosaic virus,potato yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Potato yellow mosaic virus,potato yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Potato yellow mosaic virus,potato yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Potato yellow mosaic virus,potato yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Pouzolzia golden mosaic virus,Pouzolzia golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Pouzolzia mosaic Guangdong virus,Pouzolzia mosaic Guangdong virus,ssDNA,plants
Geminiviridae,Begomovirus,Pouzolzia yellow mosaic virus,Pouzolzia yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Premna leaf curl virus,Premna leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Pumpkin yellow mosaic virus,pumpkin yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Ramie mosaic Yunnan virus,ramie mosaic Yunnan virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia golden mosaic Havana virus,Rhynchosia golden mosaic Havana virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia golden mosaic Sinaloa virus,Rhynchosia golden mosaic Sinaloa virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia golden mosaic virus,Rhynchosia golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia golden mosaic virus,Rhynchosia golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia golden mosaic virus,Rhynchosia golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia mild mosaic virus,Rhynchosia mild mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia rugose golden mosaic virus,Rhynchosia rugose golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia yellow mosaic India virus,Rhynchosia yellow mosaic India virus,ssDNA,plants
Geminiviridae,Begomovirus,Rhynchosia yellow mosaic virus,Rhynchosia yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Rose leaf curl virus,rose leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sauropus leaf curl virus,Sauropus leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Senecio yellow mosaic virus,Senecio yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Senna leaf curl virus,Senna leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida angular mosaic virus,Sida angular mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida bright yellow mosaic virus,Sida bright yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida chlorotic leaf virus,Sida chlorotic leaf virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Sida chlorotic mottle virus,Sida chlorotic mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida chlorotic vein virus,Sida chlorotic vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida ciliaris golden mosaic virus,Sida ciliaris golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida common mosaic virus,Sida common mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mosaic Braco virus,Sida golden mosaic Braco virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mosaic Brazil virus,Sida golden mosaic Brazil virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mosaic Buckup virus,Sida golden mosaic Buckup virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mosaic Costa Rica virus,Sida golden mosaic Costa Rica virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mosaic Florida virus,Sida golden mosaic Florida virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mosaic Florida virus,Sida golden mosaic Florida virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mosaic Lara virus,Sida golden mosaic Lara virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mosaic virus,Sida golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden mottle virus,Sida golden mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden yellow spot virus,Sida golden yellow spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida golden yellow vein virus,Sida golden yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida interveinal bright yellow virus,Sida interveinal bright yellow virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Sida leaf curl virus,Sida leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida micrantha mosaic virus,Sida micrantha mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida micrantha mosaic virus,Sida micrantha mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida micrantha mosaic virus,Sida micrantha mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida mosaic Alagoas virus,Sida mosaic Alagoas virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida mosaic Bolivia virus 1,Sida mosaic Bolivia virus 1,ssDNA,plants
Geminiviridae,Begomovirus,Sida mosaic Bolivia virus 2,Sida mosaic Bolivia virus 2,ssDNA,plants
Geminiviridae,Begomovirus,Sida mosaic Sinaloa virus,Sida mosaic Sinaloa virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida mottle Alagoas virus,Sida mottle Alagoas virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida mottle virus,Sida mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida mottle virus,Sida mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow blotch virus,Sida yellow blotch virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow golden mosaic virus,Sida yellow golden mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Sida yellow leaf curl virus,Sida yellow leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow mosaic Alagoas virus,Sida yellow mosaic Alagoas virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow mosaic China virus,Sida yellow mosaic China virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow mosaic virus,Sida yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow mosaic Yucatan virus,Sida yellow mosaic Yucatan virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow mottle virus,Sida yellow mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow net virus,Sida yellow net virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow vein Vietnam virus,Sida yellow vein Vietnam virus,ssDNA,plants
Geminiviridae,Begomovirus,Sida yellow vein virus,Sida yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Sidastrum golden leaf spot virus,Sidastrum golden leaf spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Siegesbeckia yellow vein Guangxi virus,Siegesbeckia yellow vein Guangxi virus,ssDNA,plants
Geminiviridae,Begomovirus,Siegesbeckia yellow vein virus,Siegesbeckia yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Solanum mosaic Bolivia virus,Solanum mosaic Bolivia virus,ssDNA,plants
Geminiviridae,Begomovirus,South African cassava mosaic virus,South African cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Soybean blistering mosaic virus,soybean blistering mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Soybean chlorotic blotch virus,soybean chlorotic blotch virus,ssDNA,plants
Geminiviridae,Begomovirus,Soybean mild mottle virus,soybean mild mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Spilanthes yellow vein virus,Spilanthes yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Spinach yellow vein virus,spinach yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Squash leaf curl China virus,squash leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Squash leaf curl China virus,squash leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Squash leaf curl China virus,squash leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Squash leaf curl China virus,squash leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Squash leaf curl Philippines virus,squash leaf curl Philippines virus,ssDNA,plants
Geminiviridae,Begomovirus,Squash leaf curl virus,squash leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Squash leaf curl Yunnan virus,squash leaf curl Yunnan virus,ssDNA,plants
Geminiviridae,Begomovirus,Squash mild leaf curl virus,squash mild leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sri Lankan cassava mosaic virus,Sri Lankan cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Sri Lankan cassava mosaic virus,Sri Lankan cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Stachytarpheta leaf curl virus,Stachytarpheta leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sunn hemp leaf distortion virus,sunn hemp leaf distortion virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato golden vein Korea virus,sweet potato golden Korea vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Canary virus,sweet potato leaf curl Canary virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl China virus,sweet potato leaf curl China virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Georgia virus,sweet potato leaf curl Georgia virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Guangxi virus,sweet potato leaf curl Guangxi virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Henan virus,sweet potato leaf curl Henan virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Hubei virus,sweet potato leaf curl Hubei virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Sao Paulo virus,sweet potato leaf curl Sao Paulo virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Shandong virus,sweet potato leaf curl Shandong virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Sichuan virus 1,sweet potato leaf curl Sichuan virus 1,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl Sichuan virus 2,sweet potato leaf curl Sichuan virus 2,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl South Carolina virus,sweet potato leaf curl South Carolina virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato leaf curl virus,sweet potato leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Sweet potato mosaic virus,sweet potato mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Synedrella yellow vein clearing virus,Synedrella yellow vein clearing virus,ssDNA,plants
Geminiviridae,Begomovirus,Telfairia golden mosaic virus,Telfairia golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Tobacco curly shoot virus,tobacco curly shoot virus,ssDNA,plants
Geminiviridae,Begomovirus,Tobacco leaf curl Comoros virus,tobacco leaf curl Comoros virus,ssDNA,plants
Geminiviridae,Begomovirus,Tobacco leaf curl Cuba virus,tobacco leaf curl Cuba virus,ssDNA,plants
Geminiviridae,Begomovirus,Tobacco leaf curl Dominican Republic virus,tobacco leaf curl Dominican Republic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Tobacco leaf curl Pusa virus,tobacco leaf curl Pusa virus,ssDNA,plants
Geminiviridae,Begomovirus,Tobacco leaf curl Thailand virus,tobacco leaf curl Thailand virus,ssDNA,plants
Geminiviridae,Begomovirus,Tobacco leaf curl Yunnan virus,tobacco leaf curl Yunnan virus,ssDNA,plants
